pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_telescope,disc_instrument,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_imppar,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist
Kepler-324 c,Kepler-324,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,51.80561200,0.260000,3.150,0.281,10.10000,0.03170,1.780000,0.000000,7.23,410,1,0.8300,6.5890000,0.03030,,5194.00,0.84,0.87,-0.308,4.53,0.800,0.08711,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.5740000
Kepler-324 e,Kepler-324,1,4,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,13.97939968,0.107400,2.039,0.182,4.81000,0.01510,3.120000,0.000000,38.44,635,0,0.9680,1.2325000,0.01730,,5191.00,0.83,0.84,-0.308,4.53,0.800,5.19596,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.5740000
Kepler-325 b,Kepler-325,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,4.54443900,0.053000,2.910,0.260,8.80000,0.02770,1.960000,0.000000,210.55,1017,0,0.1800,1.7560000,0.02745,,5752.00,1.00,0.92,-0.255,4.41,8.200,7.88553,19h19m20.50s,289.8354219,+49d49m32.19s,49.8256070,823.2420000
Kepler-325 c,Kepler-325,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.76217200,0.105000,2.540,0.227,6.99000,0.02200,2.340000,0.000000,53.04,721,0,0.4000,1.8380000,0.03110,,5752.00,1.00,0.92,-0.255,4.41,8.200,0.94540,19h19m20.50s,289.8354219,+49d49m32.19s,49.8256070,823.2420000
Kepler-325 d,Kepler-325,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,38.71518500,0.220000,2.790,0.249,8.20000,0.02580,2.070000,0.000000,12.08,498,0,0.1700,3.4580000,0.02805,,5752.00,1.00,0.92,-0.255,4.41,8.200,4.98437,19h19m20.50s,289.8354219,+49d49m32.19s,49.8256070,823.2420000
Kepler-326 b,Kepler-326,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,2.24832900,0.032000,1.520,0.136,44.60000,0.14000,69.800000,0.000000,783.45,1127,0,0.8800,2.0710000,0.01489,,5105.00,0.80,0.85,-0.157,4.56,14.000,2.50206,19h37m18.14s,294.3255898,+46d00m08.15s,46.0022646,487.6750000
Kepler-326 c,Kepler-326,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,4.58035800,0.051000,1.400,0.125,17.40000,0.05500,34.800000,0.000000,303.62,889,0,0.2600,2.1420000,0.01602,,5105.00,0.80,0.85,-0.157,4.56,14.000,4.25805,19h37m18.14s,294.3255898,+46d00m08.15s,46.0022646,487.6750000
Kepler-326 d,Kepler-326,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,6.76688800,0.066000,1.210,0.108,6.90000,0.02200,21.400000,0.000000,180.64,781,0,0.2200,1.6310000,0.01394,,5105.00,0.80,0.85,-0.157,4.56,14.000,12.80903,19h37m18.14s,294.3255898,+46d00m08.15s,46.0022646,487.6750000
Kepler-327 b,Kepler-327,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,2.54957500,0.029000,1.110,0.099,1.41000,0.00444,5.670000,0.000000,73.06,682,0,0.0300,1.6670000,0.02012,,3799.00,0.49,0.59,-1.260,4.76,3.020,3.77387,19h30m34.15s,292.6422963,+44d05m15.45s,44.0876251,241.9870000
Kepler-327 c,Kepler-327,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.21233300,0.047000,1.030,0.092,20.30000,0.06400,102.000000,0.000000,28.27,537,0,0.2200,2.1290000,0.01879,,3799.00,0.49,0.59,-1.260,4.76,3.020,3.77387,19h30m34.15s,292.6422963,+44d05m15.45s,44.0876251,241.9870000
Kepler-327 d,Kepler-327,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,13.96945700,0.090000,1.730,0.154,3.64000,0.01150,3.860000,0.000000,7.59,387,0,0.7100,1.4080000,0.03700,,3799.00,0.49,0.59,-1.260,4.76,3.020,3.77387,19h30m34.15s,292.6422963,+44d05m15.45s,44.0876251,241.9870000
Kepler-328 b,Kepler-328,1,2,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,34.92100000,0.219900,2.300,0.205,28.50000,0.09000,12.900000,0.000000,57.08,602,1,0.0260,9.8740000,0.02048,,6064.00,1.06,1.15,0.440,4.44,2.570,0.02146,19h43m14.23s,295.8092756,+40d00m30.55s,40.0084866,2213.1900000
Kepler-328 c,Kepler-328,1,2,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,71.31200000,0.354000,5.400,0.482,39.40000,0.12400,1.370000,0.000000,22.02,475,1,0.9280,8.7810000,0.04235,,6064.00,1.06,1.15,0.440,4.44,2.570,0.99346,19h43m14.23s,295.8092756,+40d00m30.55s,40.0084866,2213.1900000
Kepler-329 b,Kepler-329,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,7.41639700,0.061000,1.400,0.125,2.54000,0.00800,5.090000,0.000000,40.69,547,0,0.8900,2.1680000,0.02084,,4257.00,0.52,0.60,-0.971,4.74,3.470,4.72946,19h57m04.36s,299.2681646,+45d13m38.23s,45.2272852,439.7190000
Kepler-329 c,Kepler-329,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,18.68473700,0.113000,1.930,0.172,4.38000,0.01380,3.350000,0.000000,11.87,402,0,0.6400,3.9480000,0.03244,,4257.00,0.52,0.60,-0.971,4.74,3.470,2.46841,19h57m04.36s,299.2681646,+45d13m38.23s,45.2272852,439.7190000
Kepler-33 b,Kepler-33,1,5,0,Transit,2011,0.95 m Kepler Telescope,Kepler CCD Array,0,5.66793000,0.067700,1.740,0.155,3.68000,0.01160,3.840000,0.000000,744.01,1336,1,0.5000,4.8800000,0.00877,,5904.00,1.82,1.29,0.556,4.03,4.270,0.30000,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.1600000
Kepler-33 c,Kepler-33,1,5,0,Transit,2011,0.95 m Kepler Telescope,Kepler CCD Array,0,13.17562000,0.118900,3.200,0.285,0.39000,0.00123,0.130000,0.000000,241.76,1009,1,0.4400,6.7000000,0.01602,,5904.00,1.82,1.29,0.556,4.03,4.270,0.30000,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.1600000
Kepler-33 d,Kepler-33,1,5,0,Transit,2011,0.95 m Kepler Telescope,Kepler CCD Array,0,21.77596000,0.166200,5.350,0.477,3.91000,0.01230,0.250000,0.000000,123.69,853,1,0.4400,8.0110000,0.02667,,5904.00,1.82,1.29,0.556,4.03,4.270,0.30000,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.1600000
Kepler-33 e,Kepler-33,1,5,0,Transit,2011,0.95 m Kepler Telescope,Kepler CCD Array,0,31.78440000,0.213800,4.020,0.359,5.57000,0.01753,0.800000,0.000000,74.72,752,1,0.4700,8.9000000,0.02011,,5904.00,1.82,1.29,0.556,4.03,4.270,0.30000,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.1600000
Kepler-33 f,Kepler-33,1,5,0,Transit,2011,0.95 m Kepler Telescope,Kepler CCD Array,0,41.02902000,0.253500,4.460,0.398,9.60000,0.03020,0.900000,0.000000,53.18,691,1,0.4300,9.8700000,0.02227,,5904.00,1.82,1.29,0.556,4.03,4.270,0.30000,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.1600000
Kepler-330 b,Kepler-330,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,8.25978000,0.075000,1.350,0.120,2.39000,0.00752,5.340000,0.000000,66.58,714,0,0.6400,3.0050000,0.01532,,5117.00,0.72,0.79,-0.442,4.64,0.700,2.75123,19h13m47.38s,288.4474035,+44d48m06.34s,44.8017616,717.5270000
Kepler-330 c,Kepler-330,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,15.95538700,0.116000,1.950,0.174,4.46000,0.01400,3.310000,0.000000,27.68,573,0,0.2200,3.9170000,0.02440,,5117.00,0.72,0.79,-0.442,4.64,0.700,1.97492,19h13m47.38s,288.4474035,+44d48m06.34s,44.8017616,717.5270000
Kepler-331 b,Kepler-331,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,8.45749600,0.065000,1.820,0.162,3.97000,0.01250,3.620000,0.000000,35.98,540,0,0.4800,2.3040000,0.03316,,4347.00,0.49,0.65,-0.784,4.77,1.200,6.72352,19h27m20.24s,291.8343455,+39d18m26.45s,39.3073462,580.1190000
Kepler-331 c,Kepler-331,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,17.28111000,0.105000,1.840,0.164,4.04000,0.01270,3.560000,0.000000,13.89,425,0,0.0800,2.7720000,0.03659,,4347.00,0.49,0.65,-0.784,4.77,1.200,7.28232,19h27m20.24s,291.8343455,+39d18m26.45s,39.3073462,580.1190000
Kepler-331 d,Kepler-331,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,32.13432800,0.159000,1.640,0.146,3.33000,0.01050,4.150000,0.000000,6.07,346,0,0.2900,2.8150000,0.03373,,4347.00,0.49,0.65,-0.784,4.77,1.200,10.12335,19h27m20.24s,291.8343455,+39d18m26.45s,39.3073462,580.1190000
Kepler-332 b,Kepler-332,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,7.62632400,0.070000,1.170,0.104,1.71000,0.00537,5.870000,0.000000,53.71,703,0,0.1300,2.3700000,0.01540,,4955.00,0.72,0.80,-0.584,4.61,2.820,4.39175,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.1900000
Kepler-332 c,Kepler-332,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,15.99562200,0.114000,1.090,0.097,1.32000,0.00416,5.600000,0.000000,19.99,550,0,0.0800,3.3790000,0.01322,,4955.00,0.72,0.80,-0.584,4.61,2.820,3.31831,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.1900000
Kepler-332 d,Kepler-332,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,34.21154000,0.189000,1.180,0.105,1.76000,0.00553,5.890000,0.000000,7.25,427,0,0.5100,4.7090000,0.01499,,4955.00,0.72,0.80,-0.584,4.61,2.820,2.48565,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.1900000
Kepler-333 b,Kepler-333,2,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.55115800,0.087000,1.320,0.118,28.20000,0.08900,67.400000,0.000000,16.82,480,0,0.7600,3.2160000,0.02297,,4259.00,0.53,0.60,-0.928,4.73,3.240,2.34739,19h29m08.67s,292.2861201,+40d54m48.75s,40.9135429,324.4130000
Kepler-333 c,Kepler-333,2,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,24.08821000,0.135000,1.110,0.099,1.41000,0.00444,5.670000,0.000000,7.05,386,0,0.7400,3.9900000,0.01772,,4259.00,0.53,0.60,-0.928,4.73,3.240,2.78337,19h29m08.67s,292.2861201,+40d54m48.75s,40.9135429,324.4130000
Kepler-334 b,Kepler-334,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.47031900,0.061000,1.120,0.100,1.46000,0.00459,5.710000,0.000000,300.98,1090,0,0.1100,3.0410000,0.00941,,5828.00,1.07,1.02,0.056,4.38,1.600,1.51962,19h08m33.75s,287.1406177,+47d06m54.42s,47.1151153,426.5900000
Kepler-334 c,Kepler-334,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.75800500,0.107000,1.430,0.128,2.63000,0.00829,4.940000,0.000000,97.21,822,0,0.0300,4.0880000,0.01260,,5828.00,1.07,1.02,0.056,4.38,1.600,1.52710,19h08m33.75s,287.1406177,+47d06m54.42s,47.1151153,426.5900000
Kepler-334 d,Kepler-334,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,25.09849000,0.168000,1.410,0.126,2.57000,0.00809,5.040000,0.000000,39.48,656,0,0.0700,2.7670000,0.01277,,5828.00,1.07,1.02,0.056,4.38,1.600,1.43157,19h08m33.75s,287.1406177,+47d06m54.42s,47.1151153,426.5900000
Kepler-335 b,Kepler-335,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,6.56233100,0.075000,3.390,0.302,11.40000,0.03590,1.610000,0.000000,721.12,1290,0,0.8300,4.0350000,0.01566,,5877.00,1.85,1.03,0.578,4.02,4.370,0.41998,19h44m15.43s,296.0642944,+45d25m42.95s,45.4285986,1278.9700000
Kepler-335 c,Kepler-335,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,67.84446900,0.356000,3.070,0.274,9.64000,0.03030,1.830000,0.000000,32.03,592,0,0.7700,12.1570000,0.01457,,5877.00,1.85,1.02,0.578,4.02,4.370,0.27409,19h44m15.43s,296.0642944,+45d25m42.95s,45.4285986,1278.9700000
Kepler-336 b,Kepler-336,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,2.02482300,0.033000,1.020,0.091,1.04000,0.00328,5.390000,0.000000,1652.50,1625,0,0.0600,2.7620000,0.00771,,5867.00,1.30,1.09,0.260,4.26,4.900,0.67596,19h20m57.03s,290.2376224,+41d19m52.91s,41.3313637,768.8600000
Kepler-336 c,Kepler-336,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,9.60000100,0.092000,2.100,0.187,5.06000,0.01590,3.000000,0.000000,206.91,967,0,0.0500,4.2430000,0.01504,,5867.00,1.30,1.09,0.260,4.26,4.900,1.04528,19h20m57.03s,290.2376224,+41d19m52.91s,41.3313637,768.8600000
Kepler-336 d,Kepler-336,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,20.67877200,0.154000,2.370,0.211,6.21000,0.01950,2.560000,0.000000,74.36,749,0,0.5000,4.5150000,0.02070,,5867.00,1.30,1.09,0.260,4.26,4.900,0.96788,19h20m57.03s,290.2376224,+41d19m52.91s,41.3313637,768.8600000
Kepler-337 b,Kepler-337,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,3.29278100,0.045000,1.540,0.137,2.99000,0.00940,4.500000,0.000000,1589.01,1458,0,0.0300,4.7670000,0.00898,,5684.00,1.76,1.05,0.481,4.00,8.200,0.23495,19h20m14.52s,290.0605123,+47d09m50.23s,47.1639533,677.9750000
Kepler-337 c,Kepler-337,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,9.69320100,0.093000,2.050,0.183,4.86000,0.01530,3.100000,0.000000,376.21,1017,0,0.0000,5.5090000,0.01256,,5684.00,1.76,1.05,0.481,4.00,8.200,0.24967,19h20m14.52s,290.0605123,+47d09m50.23s,47.1639533,677.9750000
Kepler-338 b,Kepler-338,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,13.72697600,0.117000,2.440,0.218,30.60000,0.09600,11.600000,0.040000,256.61,1005,1,0.1400,7.2880000,0.01341,,5923.00,1.74,1.10,0.586,4.02,4.790,0.21664,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000
Kepler-338 c,Kepler-338,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,24.31085600,0.172000,2.340,0.209,6.08000,0.01910,2.610000,0.030000,119.65,831,0,0.0300,8.8200000,0.01242,,5923.00,1.74,1.10,0.586,4.02,4.790,0.30621,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000
Kepler-338 d,Kepler-338,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,44.43101400,0.257000,3.000,0.268,9.27000,0.02920,1.890000,0.030000,53.56,680,0,0.7900,10.6240000,0.01492,,5923.00,1.74,1.10,0.586,4.02,4.790,0.21664,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000
Kepler-338 e,Kepler-338,1,4,0,Transit Timing Variations,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,9.34100000,0.089744,1.560,0.139,8.50000,0.02700,12.300000,0.050000,428.52,1143,1,0.6900,6.1800000,0.00844,,5999.00,1.74,1.14,0.586,4.02,4.790,0.21664,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000
Kepler-339 b,Kepler-339,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,4.97765600,0.055000,1.420,0.127,2.60000,0.00819,4.990000,0.000000,159.94,1023,0,0.6000,2.5530000,0.01568,,5631.00,0.80,0.93,-0.313,4.59,4.370,1.79524,19h33m24.41s,293.3517010,+48d26m40.53s,48.4445922,616.6370000
Kepler-339 c,Kepler-339,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,6.98805500,0.069000,1.150,0.103,7.30000,0.02300,26.400000,0.000000,101.84,914,0,0.4600,3.1500000,0.01336,,5631.00,0.80,0.93,-0.313,4.59,4.370,2.04813,19h33m24.41s,293.3517010,+48d26m40.53s,48.4445922,616.6370000
Kepler-339 d,Kepler-339,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,10.55834500,0.091000,1.170,0.104,14.70000,0.04600,50.400000,0.000000,58.65,796,0,0.2500,3.4100000,0.01317,,5631.00,0.80,0.93,-0.313,4.59,4.370,2.32006,19h33m24.41s,293.3517010,+48d26m40.53s,48.4445922,616.6370000
Kepler-34 b,Kepler-34,2,1,0,Transit,2011,0.95 m Kepler Telescope,Kepler CCD Array,0,288.82200000,1.089600,8.564,0.764,69.92000,0.22000,0.613000,0.182000,,,1,,,,,5913.00,1.16,1.05,0.173,4.33,,0.25290,19h45m44.59s,296.4358022,+44d38m29.53s,44.6415369,1800.8200000
Kepler-340 b,Kepler-340,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,14.84438700,0.134000,2.530,0.226,6.94000,0.02180,2.350000,0.000000,274.32,1092,0,0.3100,5.6260000,0.01329,,6620.00,1.85,1.65,0.867,4.06,1.290,0.38998,19h43m44.03s,295.9334710,+40d18m01.99s,40.3005515,808.7620000
Kepler-340 c,Kepler-340,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,22.82466900,0.178000,3.370,0.301,11.30000,0.03550,1.620000,0.000000,154.65,946,0,0.1200,6.6140000,0.01641,,6620.00,1.85,1.65,0.867,4.06,1.290,0.62132,19h43m44.03s,295.9334710,+40d18m01.99s,40.3005515,808.7620000
Kepler-341 b,Kepler-341,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.19552800,0.060000,1.180,0.105,1.76000,0.00553,5.890000,0.000000,422.10,1085,0,0.1500,3.8160000,0.01044,,6012.00,1.02,1.00,0.127,4.44,3.600,0.66349,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.0300000
Kepler-341 c,Kepler-341,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,8.01041000,0.080000,1.700,0.152,3.53000,0.01110,3.950000,0.000000,237.43,940,0,0.2100,4.2160000,0.01575,,6012.00,1.02,1.00,0.127,4.44,3.600,0.90734,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.0300000
Kepler-341 d,Kepler-341,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,27.66631300,0.182000,1.850,0.165,4.08000,0.01280,3.540000,0.000000,45.42,622,0,0.2700,6.0480000,0.01867,,6012.00,1.02,1.00,0.127,4.44,3.600,0.61984,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.0300000
Kepler-341 e,Kepler-341,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,42.47326900,0.242000,1.990,0.178,4.62000,0.01450,3.220000,0.000000,25.67,539,0,0.7400,7.1680000,0.01674,,6012.00,1.02,1.00,0.127,4.44,3.600,0.80682,19h19m26.77s,289.8615609,+43d28m21.87s,43.4727412,1047.0300000
Kepler-342 b,Kepler-342,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,15.17031800,0.128000,2.250,0.201,5.69000,0.01790,2.740000,0.000000,160.26,905,0,0.0100,4.0160000,0.01412,,6175.00,1.47,1.26,0.453,4.19,2.040,0.49444,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000
Kepler-342 c,Kepler-342,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,26.23413800,0.185000,1.960,0.175,4.50000,0.01420,3.280000,0.000000,77.29,754,1,0.1200,2.4350000,0.01238,,6175.00,1.47,1.26,0.453,4.19,2.040,0.49444,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000
Kepler-342 d,Kepler-342,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,39.45935700,0.242000,2.490,0.222,6.76000,0.02130,2.410000,0.000000,44.83,658,1,0.7500,8.1640000,0.01695,,6175.00,1.47,1.26,0.453,4.19,2.040,0.01292,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000
Kepler-342 e,Kepler-342,1,4,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,1.64422461,0.029300,0.880,0.079,0.61500,0.00193,4.960000,0.000000,3111.32,1897,0,0.3188,2.7822000,0.00647,,6366.00,1.34,1.26,0.453,4.28,2.040,0.49444,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000
Kepler-343 b,Kepler-343,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,8.96855000,0.088000,2.410,0.215,6.39000,0.02010,2.510000,0.000000,206.07,1024,0,0.7300,4.3260000,0.01426,,5807.00,1.43,1.08,0.216,4.18,2.900,0.29453,19h27m50.56s,291.9606620,+42d25m58.64s,42.4329567,927.1930000
Kepler-343 c,Kepler-343,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,23.22182000,0.167000,2.020,0.180,4.74000,0.01490,3.160000,0.000000,57.93,746,0,0.0000,2.7080000,0.01339,,5807.00,1.43,1.08,0.216,4.18,6.030,12.88107,19h27m50.56s,291.9606620,+42d25m58.64s,42.4329567,927.1930000
Kepler-344 b,Kepler-344,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,21.96394500,0.153000,2.610,0.233,7.32000,0.02300,2.260000,0.000000,27.33,643,0,0.2900,2.6760000,0.02460,,5774.00,0.98,0.93,-0.185,4.45,6.600,6.56772,19h29m59.91s,292.4996101,+46d19m27.63s,46.3243406,1002.9400000
Kepler-344 c,Kepler-344,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,125.59680900,0.488000,2.950,0.263,9.01000,0.02830,1.930000,0.000000,2.67,360,0,0.0300,7.5330000,0.02765,,5774.00,0.98,0.93,-0.185,4.45,6.600,3.18698,19h29m59.91s,292.4996101,+46d19m27.63s,46.3243406,1002.9400000
Kepler-345 b,Kepler-345,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,7.41556300,0.066000,0.740,0.066,0.50000,0.00157,5.200000,0.000000,35.37,622,1,0.1500,1.9710000,0.01142,,4504.00,0.62,0.61,-0.495,4.68,2.750,1.95966,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,260.0000000
Kepler-345 c,Kepler-345,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,9.38742700,0.077000,1.200,0.107,2.20000,0.00692,4.800000,0.000000,25.83,575,1,0.2000,1.5550000,0.01772,,4504.00,0.62,0.61,-0.495,4.68,2.750,1.95966,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,260.0000000
Kepler-346 b,Kepler-346,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,6.51112700,0.071000,2.660,0.237,7.56000,0.02380,2.210000,0.000000,134.36,1008,0,0.3200,1.5090000,0.02482,,6033.00,1.02,0.95,-0.153,4.46,1.700,11.79405,19h12m02.86s,288.0119248,+46d07m03.36s,46.1176003,984.1050000
Kepler-346 c,Kepler-346,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,23.85154900,0.168000,3.070,0.274,9.64000,0.03030,1.830000,0.000000,23.81,654,0,0.6300,2.3850000,0.03023,,6033.00,1.02,0.95,-0.153,4.46,1.700,4.19185,19h12m02.86s,288.0119248,+46d07m03.36s,46.1176003,984.1050000
Kepler-347 b,Kepler-347,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.79836000,0.110000,1.970,0.176,4.54000,0.01430,3.260000,0.000000,180.55,908,0,0.7100,6.2440000,0.01617,,6088.00,1.01,1.05,0.342,4.47,0.300,0.14332,19h16m47.90s,289.1995995,+49d18m20.31s,49.3056404,1298.8800000
Kepler-347 c,Kepler-347,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,27.32087100,0.183000,1.750,0.156,3.71000,0.01170,3.800000,0.000000,65.71,705,0,0.7700,3.9270000,0.01507,,6088.00,1.01,1.05,0.342,4.47,3.890,2.28765,19h16m47.90s,289.1995995,+49d18m20.31s,49.3056404,1298.8800000
Kepler-347 d,Kepler-347,1,3,0,Transit,2023,0.95 m Kepler Telescope,Kepler CCD Array,0,85.51734400,0.380200,3.040,0.235,9.48000,0.02980,1.850000,0.000000,12.75,482,0,0.9440,9.3310000,0.01921,,5592.00,1.45,1.00,0.342,4.12,0.300,0.05079,19h16m47.90s,289.1995995,+49d18m20.31s,49.3056404,1298.8800000
Kepler-348 b,Kepler-348,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,7.05677000,0.076000,1.520,0.136,2.92000,0.00920,4.570000,0.000000,438.94,1196,0,0.0500,1.9090000,0.01031,,6177.00,1.36,1.27,0.433,4.24,2.290,0.85967,19h49m01.22s,297.2550814,+40d32m54.20s,40.5483883,570.7830000
Kepler-348 c,Kepler-348,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,17.26542700,0.138000,1.330,0.119,2.33000,0.00733,5.440000,0.000000,133.26,888,0,0.6200,5.1870000,0.00827,,6177.00,1.36,1.27,0.433,4.24,2.290,0.85967,19h49m01.22s,297.2550814,+40d32m54.20s,40.5483883,570.7830000
Kepler-349 b,Kepler-349,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.92977800,0.065000,1.900,0.170,94.50000,0.29700,75.700000,0.000000,248.27,972,0,0.4800,2.3640000,0.01897,,5956.00,0.93,1.02,-0.007,4.52,3.090,3.48156,19h34m42.35s,293.6764689,+44d36m56.15s,44.6155972,940.7240000
Kepler-349 c,Kepler-349,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.24762900,0.105000,1.960,0.175,4.50000,0.01420,3.280000,0.000000,94.49,763,0,0.1500,3.2780000,0.01978,,5956.00,0.93,1.02,-0.007,4.52,3.090,2.84430,19h34m42.35s,293.6764689,+44d36m56.15s,44.6155972,940.7240000
